CODES,BRANCH,KPI, ACTUAL (MONTH) , ACTUAL (YTD) , BUDGET (MONTH) , BUDGET (YTD) , % VARIANCE (MONTH) , % VARIANCE (YTD) ,MONTH
002,LIKONI,PBT,,,,,0%,,OCT
003,WOTE,NEW DEPOSITS,,,,,0%,,OCT
003,WOTE,CUMULATIVE DEPOSITS,,,,,0%,,OCT
003,WOTE,GROSS LOAN BOOK,,,,,0%,,OCT
003,WOTE,DISBURSEMENTS,,,,,0%,,OCT
003,WOTE,TRADE FINANCE,,,,,0%,,OCT
003,WOTE,FX INCOME,,,,,0%,,OCT
003,WOTE,NEW ACCOUNTS,,,,,0%,,OCT
003,WOTE,NFI,,,,,0%,,OCT
003,WOTE,PBT,,,,,0%,,OCT
004,LIMURU,NEW DEPOSITS,,,,,0%,,OCT
004,LIMURU,CUMULATIVE DEPOSITS,,,,,0%,,OCT
004,LIMURU,GROSS LOAN BOOK,,,,,0%,,OCT
004,LIMURU,DISBURSEMENTS,,,,,0%,,OCT
004,LIMURU,TRADE FINANCE,,,,,0%,,OCT
004,LIMURU,FX INCOME,,,,,0%,,OCT
004,LIMURU,NEW ACCOUNTS,,,,,0%,,OCT
004,LIMURU,NFI,,,,,0%,,OCT
004,LIMURU,PBT,,,,,0%,,OCT
005,MOI AVENUE,NEW DEPOSITS,,,,,0%,,OCT
005,MOI AVENUE,CUMULATIVE DEPOSITS,,,,,0%,,OCT
005,MOI AVENUE,GROSS LOAN BOOK,,,,,0%,,OCT
005,MOI AVENUE,DISBURSEMENTS,,,,,0%,,OCT
005,MOI AVENUE,TRADE FINANCE,,,,,0%,,OCT
005,MOI AVENUE,FX INCOME,,,,,0%,,OCT
005,MOI AVENUE,NEW ACCOUNTS,,,,,0%,,OCT
005,MOI AVENUE,NFI,,,,,0%,,OCT
005,MOI AVENUE,PBT,,,,,0%,,OCT
006,THIKA,NEW DEPOSITS,,,,,0%,,OCT
006,THIKA,CUMULATIVE DEPOSITS,,,,,0%,,OCT
006,THIKA,GROSS LOAN BOOK,,,,,0%,,OCT
006,THIKA,DISBURSEMENTS,,,,,0%,,OCT
006,THIKA,TRADE FINANCE,,,,,0%,,OCT
006,THIKA,FX INCOME,,,,,0%,,OCT
006,THIKA,NEW ACCOUNTS,,,,,0%,,OCT
006,THIKA,NFI,,,,,0%,,OCT
006,THIKA,PBT,,,,,0%,,OCT
007,RUIRU,NEW DEPOSITS,,,,,0%,,OCT
007,RUIRU,CUMULATIVE DEPOSITS,,,,,0%,,OCT
007,RUIRU,GROSS LOAN BOOK,,,,,0%,,OCT
007,RUIRU,DISBURSEMENTS,,,,,0%,,OCT
007,RUIRU,TRADE FINANCE,,,,,0%,,OCT
007,RUIRU,FX INCOME,,,,,0%,,OCT
007,RUIRU,NEW ACCOUNTS,,,,,0%,,OCT
007,RUIRU,NFI,,,,,0%,,OCT
007,RUIRU,PBT,,,,,0%,,OCT
008,KITENGELA,NEW DEPOSITS,,,,,0%,,OCT
008,KITENGELA,CUMULATIVE DEPOSITS,,,,,0%,,OCT
008,KITENGELA,GROSS LOAN BOOK,,,,,0%,,OCT
008,KITENGELA,DISBURSEMENTS,,,,,0%,,OCT
008,KITENGELA,TRADE FINANCE,,,,,0%,,OCT
008,KITENGELA,FX INCOME,,,,,0%,,OCT
008,KITENGELA,NEW ACCOUNTS,,,,,0%,,OCT
008,KITENGELA,NFI,,,,,0%,,OCT
008,KITENGELA,PBT,,,,,0%,,OCT
009,KAYOLE,NEW DEPOSITS,,,,,0%,,OCT
009,KAYOLE,CUMULATIVE DEPOSITS,,,,,0%,,OCT
009,KAYOLE,GROSS LOAN BOOK,,,,,0%,,OCT
009,KAYOLE,DISBURSEMENTS,,,,,0%,,OCT
009,KAYOLE,TRADE FINANCE,,,,,0%,,OCT
009,KAYOLE,FX INCOME,,,,,0%,,OCT
009,KAYOLE,NEW ACCOUNTS,,,,,0%,,OCT
009,KAYOLE,NFI,,,,,0%,,OCT
009,KAYOLE,PBT,,,,,0%,,OCT
010,ELDORET,NEW DEPOSITS,,,,,0%,,OCT
010,ELDORET,CUMULATIVE DEPOSITS,,,,,0%,,OCT
010,ELDORET,GROSS LOAN BOOK,,,,,0%,,OCT
010,ELDORET,DISBURSEMENTS,,,,,0%,,OCT
010,ELDORET,TRADE FINANCE,,,,,0%,,OCT
010,ELDORET,FX INCOME,,,,,0%,,OCT
010,ELDORET,NEW ACCOUNTS,,,,,0%,,OCT
010,ELDORET,NFI,,,,,0%,,OCT
010,ELDORET,PBT,,,,,0%,,OCT
011,MBALE,NEW DEPOSITS,,,,,0%,,OCT
011,MBALE,CUMULATIVE DEPOSITS,,,,,0%,,OCT
011,MBALE,GROSS LOAN BOOK,,,,,0%,,OCT
011,MBALE,DISBURSEMENTS,,,,,0%,,OCT
011,MBALE,TRADE FINANCE,,,,,0%,,OCT
011,MBALE,FX INCOME,,,,,0%,,OCT
011,MBALE,NEW ACCOUNTS,,,,,0%,,OCT
011,MBALE,NFI,,,,,0%,,OCT
011,MBALE,PBT,,,,,0%,,OCT
012,BIASHARA STREET,NEW DEPOSITS,,,,,0%,,OCT
012,BIASHARA STREET,CUMULATIVE DEPOSITS,,,,,0%,,OCT
012,BIASHARA STREET,GROSS LOAN BOOK,,,,,0%,,OCT
012,BIASHARA STREET,DISBURSEMENTS,,,,,0%,,OCT
012,BIASHARA STREET,TRADE FINANCE,,,,,0%,,OCT
012,BIASHARA STREET,FX INCOME,,,,,0%,,OCT
012,BIASHARA STREET,NEW ACCOUNTS,,,,,0%,,OCT
012,BIASHARA STREET,NFI,,,,,0%,,OCT
012,BIASHARA STREET,PBT,,,,,0%,,OCT
013,RONGAI,NEW DEPOSITS,,,,,0%,,OCT
013,RONGAI,CUMULATIVE DEPOSITS,,,,,0%,,OCT
013,RONGAI,GROSS LOAN BOOK,,,,,0%,,OCT
013,RONGAI,DISBURSEMENTS,,,,,0%,,OCT
013,RONGAI,TRADE FINANCE,,,,,0%,,OCT
013,RONGAI,FX INCOME,,,,,0%,,OCT
013,RONGAI,NEW ACCOUNTS,,,,,0%,,OCT
013,RONGAI,NFI,,,,,0%,,OCT
013,RONGAI,PBT,,,,,0%,,OCT
014,WESTLANDS,NEW DEPOSITS,,,,,0%,,OCT
014,WESTLANDS,CUMULATIVE DEPOSITS,,,,,0%,,OCT
014,WESTLANDS,GROSS LOAN BOOK,,,,,0%,,OCT
014,WESTLANDS,DISBURSEMENTS,,,,,0%,,OCT
014,WESTLANDS,TRADE FINANCE,,,,,0%,,OCT
014,WESTLANDS,FX INCOME,,,,,0%,,OCT
014,WESTLANDS,NEW ACCOUNTS,,,,,0%,,OCT
014,WESTLANDS,NFI,,,,,0%,,OCT
014,WESTLANDS,PBT,,,,,0%,,OCT
015,MACHAKOS,NEW DEPOSITS,,,,,0%,,OCT
015,MACHAKOS,CUMULATIVE DEPOSITS,,,,,0%,,OCT
015,MACHAKOS,GROSS LOAN BOOK,,,,,0%,,OCT
015,MACHAKOS,DISBURSEMENTS,,,,,0%,,OCT
015,MACHAKOS,TRADE FINANCE,,,,,0%,,OCT
015,MACHAKOS,FX INCOME,,,,,0%,,OCT
015,MACHAKOS,NEW ACCOUNTS,,,,,0%,,OCT
015,MACHAKOS,NFI,,,,,0%,,OCT
015,MACHAKOS,PBT,,,,,0%,,OCT
016,NAKURU,NEW DEPOSITS,,,,,0%,,OCT
016,NAKURU,CUMULATIVE DEPOSITS,,,,,0%,,OCT
016,NAKURU,GROSS LOAN BOOK,,,,,0%,,OCT
016,NAKURU,DISBURSEMENTS,,,,,0%,,OCT
016,NAKURU,TRADE FINANCE,,,,,0%,,OCT
016,NAKURU,FX INCOME,,,,,0%,,OCT
016,NAKURU,NEW ACCOUNTS,,,,,0%,,OCT
016,NAKURU,NFI,,,,,0%,,OCT
016,NAKURU,PBT,,,,,0%,,OCT
017,KENGELENI,NEW DEPOSITS,,,,,0%,,OCT
017,KENGELENI,CUMULATIVE DEPOSITS,,,,,0%,,OCT
017,KENGELENI,GROSS LOAN BOOK,,,,,0%,,OCT
017,KENGELENI,DISBURSEMENTS,,,,,0%,,OCT
017,KENGELENI,TRADE FINANCE,,,,,0%,,OCT
017,KENGELENI,FX INCOME,,,,,0%,,OCT
017,KENGELENI,NEW ACCOUNTS,,,,,0%,,OCT
017,KENGELENI,NFI,,,,,0%,,OCT
017,KENGELENI,PBT,,,,,0%,,OCT
018,KISUMU,NEW DEPOSITS,,,,,0%,,OCT
018,KISUMU,CUMULATIVE DEPOSITS,,,,,0%,,OCT
018,KISUMU,GROSS LOAN BOOK,,,,,0%,,OCT
018,KISUMU,DISBURSEMENTS,,,,,0%,,OCT
018,KISUMU,TRADE FINANCE,,,,,0%,,OCT
018,KISUMU,FX INCOME,,,,,0%,,OCT
018,KISUMU,NEW ACCOUNTS,,,,,0%,,OCT
018,KISUMU,NFI,,,,,0%,,OCT
018,KISUMU,PBT,,,,,0%,,OCT
019,DIASPORAH,NEW DEPOSITS,,,,,0%,,OCT
019,DIASPORAH,CUMULATIVE DEPOSITS,,,,,0%,,OCT
019,DIASPORAH,GROSS LOAN BOOK,,,,,0%,,OCT
019,DIASPORAH,DISBURSEMENTS,,,,,0%,,OCT
019,DIASPORAH,TRADE FINANCE,,,,,0%,,OCT
019,DIASPORAH,FX INCOME,,,,,0%,,OCT
019,DIASPORAH,NEW ACCOUNTS,,,,,0%,,OCT
019,DIASPORAH,NFI,,,,,0%,,OCT
019,DIASPORAH,PBT,,,,,0%,,OCT
020,MTWAPA,NEW DEPOSITS,,,,,0%,,OCT
020,MTWAPA,CUMULATIVE DEPOSITS,,,,,0%,,OCT
020,MTWAPA,GROSS LOAN BOOK,,,,,0%,,OCT
020,MTWAPA,DISBURSEMENTS,,,,,0%,,OCT
020,MTWAPA,TRADE FINANCE,,,,,0%,,OCT
020,MTWAPA,FX INCOME,,,,,0%,,OCT
020,MTWAPA,NEW ACCOUNTS,,,,,0%,,OCT
020,MTWAPA,NFI,,,,,0%,,OCT
020,MTWAPA,PBT,,,,,0%,,OCT
000,CENTRAL OFFICE,NEW DEPOSITS,,,,,0%,,NOV
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,,,,,0%,,NOV
000,CENTRAL OFFICE,GROSS LOAN BOOK,,,,,0%,,NOV
000,CENTRAL OFFICE,DISBURSEMENTS,,,,,0%,,NOV
000,CENTRAL OFFICE,TRADE FINANCE,,,,,0%,,NOV
000,CENTRAL OFFICE,FX INCOME,,,,,0%,,NOV
000,CENTRAL OFFICE,NEW ACCOUNTS,,,,,0%,,NOV
000,CENTRAL OFFICE,NFI,,,,,0%,,NOV
000,CENTRAL OFFICE,PBT,,,,,0%,,NOV
001,TOM MBOYA,NEW DEPOSITS,,,,,0%,,NOV
001,TOM MBOYA,CUMULATIVE DEPOSITS,,,,,0%,,NOV
001,TOM MBOYA,GROSS LOAN BOOK,,,,,0%,,NOV
001,TOM MBOYA,DISBURSEMENTS,,,,,0%,,NOV
001,TOM MBOYA,TRADE FINANCE,,,,,0%,,NOV
001,TOM MBOYA,FX INCOME,,,,,0%,,NOV
001,TOM MBOYA,NEW ACCOUNTS,,,,,0%,,NOV
001,TOM MBOYA,NFI,,,,,0%,,NOV
001,TOM MBOYA,PBT,,,,,0%,,NOV
002,LIKONI,NEW DEPOSITS,,,,,0%,,NOV
002,LIKONI,CUMULATIVE DEPOSITS,,,,,0%,,NOV
002,LIKONI,GROSS LOAN BOOK,,,,,0%,,NOV
002,LIKONI,DISBURSEMENTS,,,,,0%,,NOV
002,LIKONI,TRADE FINANCE,,,,,0%,,NOV
002,LIKONI,FX INCOME,,,,,0%,,NOV
002,LIKONI,NEW ACCOUNTS,,,,,0%,,NOV
002,LIKONI,NFI,,,,,0%,,NOV
002,LIKONI,PBT,,,,,0%,,NOV
003,WOTE,NEW DEPOSITS,,,,,0%,,NOV
003,WOTE,CUMULATIVE DEPOSITS,,,,,0%,,NOV
003,WOTE,GROSS LOAN BOOK,,,,,0%,,NOV
003,WOTE,DISBURSEMENTS,,,,,0%,,NOV
003,WOTE,TRADE FINANCE,,,,,0%,,NOV
003,WOTE,FX INCOME,,,,,0%,,NOV
003,WOTE,NEW ACCOUNTS,,,,,0%,,NOV
003,WOTE,NFI,,,,,0%,,NOV
003,WOTE,PBT,,,,,0%,,NOV
004,LIMURU,NEW DEPOSITS,,,,,0%,,NOV
004,LIMURU,CUMULATIVE DEPOSITS,,,,,0%,,NOV
004,LIMURU,GROSS LOAN BOOK,,,,,0%,,NOV
004,LIMURU,DISBURSEMENTS,,,,,0%,,NOV
004,LIMURU,TRADE FINANCE,,,,,0%,,NOV
004,LIMURU,FX INCOME,,,,,0%,,NOV
004,LIMURU,NEW ACCOUNTS,,,,,0%,,NOV
004,LIMURU,NFI,,,,,0%,,NOV
004,LIMURU,PBT,,,,,0%,,NOV
005,MOI AVENUE,NEW DEPOSITS,,,,,0%,,NOV
005,MOI AVENUE,CUMULATIVE DEPOSITS,,,,,0%,,NOV
005,MOI AVENUE,GROSS LOAN BOOK,,,,,0%,,NOV
005,MOI AVENUE,DISBURSEMENTS,,,,,0%,,NOV
005,MOI AVENUE,TRADE FINANCE,,,,,0%,,NOV
005,MOI AVENUE,FX INCOME,,,,,0%,,NOV
005,MOI AVENUE,NEW ACCOUNTS,,,,,0%,,NOV
005,MOI AVENUE,NFI,,,,,0%,,NOV
005,MOI AVENUE,PBT,,,,,0%,,NOV
006,THIKA,NEW DEPOSITS,,,,,0%,,NOV
006,THIKA,CUMULATIVE DEPOSITS,,,,,0%,,NOV
006,THIKA,GROSS LOAN BOOK,,,,,0%,,NOV
006,THIKA,DISBURSEMENTS,,,,,0%,,NOV
006,THIKA,TRADE FINANCE,,,,,0%,,NOV
006,THIKA,FX INCOME,,,,,0%,,NOV
006,THIKA,NEW ACCOUNTS,,,,,0%,,NOV
006,THIKA,NFI,,,,,0%,,NOV
006,THIKA,PBT,,,,,0%,,NOV
007,RUIRU,NEW DEPOSITS,,,,,0%,,NOV
007,RUIRU,CUMULATIVE DEPOSITS,,,,,0%,,NOV
007,RUIRU,GROSS LOAN BOOK,,,,,0%,,NOV
007,RUIRU,DISBURSEMENTS,,,,,0%,,NOV
007,RUIRU,TRADE FINANCE,,,,,0%,,NOV
007,RUIRU,FX INCOME,,,,,0%,,NOV
007,RUIRU,NEW ACCOUNTS,,,,,0%,,NOV
007,RUIRU,NFI,,,,,0%,,NOV
007,RUIRU,PBT,,,,,0%,,NOV
008,KITENGELA,NEW DEPOSITS,,,,,0%,,NOV
008,KITENGELA,CUMULATIVE DEPOSITS,,,,,0%,,NOV
008,KITENGELA,GROSS LOAN BOOK,,,,,0%,,NOV
008,KITENGELA,DISBURSEMENTS,,,,,0%,,NOV
008,KITENGELA,TRADE FINANCE,,,,,0%,,NOV
008,KITENGELA,FX INCOME,,,,,0%,,NOV
008,KITENGELA,NEW ACCOUNTS,,,,,0%,,NOV
008,KITENGELA,NFI,,,,,0%,,NOV
008,KITENGELA,PBT,,,,,0%,,NOV
009,KAYOLE,NEW DEPOSITS,,,,,0%,,NOV
009,KAYOLE,CUMULATIVE DEPOSITS,,,,,0%,,NOV
009,KAYOLE,GROSS LOAN BOOK,,,,,0%,,NOV
009,KAYOLE,DISBURSEMENTS,,,,,0%,,NOV
009,KAYOLE,TRADE FINANCE,,,,,0%,,NOV
009,KAYOLE,FX INCOME,,,,,0%,,NOV
009,KAYOLE,NEW ACCOUNTS,,,,,0%,,NOV
009,KAYOLE,NFI,,,,,0%,,NOV
009,KAYOLE,PBT,,,,,0%,,NOV
010,ELDORET,NEW DEPOSITS,,,,,0%,,NOV
010,ELDORET,CUMULATIVE DEPOSITS,,,,,0%,,NOV
010,ELDORET,GROSS LOAN BOOK,,,,,0%,,NOV
010,ELDORET,DISBURSEMENTS,,,,,0%,,NOV
010,ELDORET,TRADE FINANCE,,,,,0%,,NOV
010,ELDORET,FX INCOME,,,,,0%,,NOV
010,ELDORET,NEW ACCOUNTS,,,,,0%,,NOV
010,ELDORET,NFI,,,,,0%,,NOV
010,ELDORET,PBT,,,,,0%,,NOV
011,MBALE,NEW DEPOSITS,,,,,0%,,NOV
011,MBALE,CUMULATIVE DEPOSITS,,,,,0%,,NOV
011,MBALE,GROSS LOAN BOOK,,,,,0%,,NOV
011,MBALE,DISBURSEMENTS,,,,,0%,,NOV
011,MBALE,TRADE FINANCE,,,,,0%,,NOV
011,MBALE,FX INCOME,,,,,0%,,NOV
011,MBALE,NEW ACCOUNTS,,,,,0%,,NOV
011,MBALE,NFI,,,,,0%,,NOV
011,MBALE,PBT,,,,,0%,,NOV
012,BIASHARA STREET,NEW DEPOSITS,,,,,0%,,NOV
012,BIASHARA STREET,CUMULATIVE DEPOSITS,,,,,0%,,NOV
012,BIASHARA STREET,GROSS LOAN BOOK,,,,,0%,,NOV
012,BIASHARA STREET,DISBURSEMENTS,,,,,0%,,NOV
012,BIASHARA STREET,TRADE FINANCE,,,,,0%,,NOV
012,BIASHARA STREET,FX INCOME,,,,,0%,,NOV
012,BIASHARA STREET,NEW ACCOUNTS,,,,,0%,,NOV
012,BIASHARA STREET,NFI,,,,,0%,,NOV
012,BIASHARA STREET,PBT,,,,,0%,,NOV
013,RONGAI,NEW DEPOSITS,,,,,0%,,NOV
013,RONGAI,CUMULATIVE DEPOSITS,,,,,0%,,NOV
013,RONGAI,GROSS LOAN BOOK,,,,,0%,,NOV
013,RONGAI,DISBURSEMENTS,,,,,0%,,NOV
013,RONGAI,TRADE FINANCE,,,,,0%,,NOV
013,RONGAI,FX INCOME,,,,,0%,,NOV
013,RONGAI,NEW ACCOUNTS,,,,,0%,,NOV
013,RONGAI,NFI,,,,,0%,,NOV
013,RONGAI,PBT,,,,,0%,,NOV
014,WESTLANDS,NEW DEPOSITS,,,,,0%,,NOV
014,WESTLANDS,CUMULATIVE DEPOSITS,,,,,0%,,NOV
014,WESTLANDS,GROSS LOAN BOOK,,,,,0%,,NOV
014,WESTLANDS,DISBURSEMENTS,,,,,0%,,NOV
014,WESTLANDS,TRADE FINANCE,,,,,0%,,NOV
014,WESTLANDS,FX INCOME,,,,,0%,,NOV
014,WESTLANDS,NEW ACCOUNTS,,,,,0%,,NOV
014,WESTLANDS,NFI,,,,,0%,,NOV
014,WESTLANDS,PBT,,,,,0%,,NOV
015,MACHAKOS,NEW DEPOSITS,,,,,0%,,NOV
015,MACHAKOS,CUMULATIVE DEPOSITS,,,,,0%,,NOV
015,MACHAKOS,GROSS LOAN BOOK,,,,,0%,,NOV
015,MACHAKOS,DISBURSEMENTS,,,,,0%,,NOV
015,MACHAKOS,TRADE FINANCE,,,,,0%,,NOV
015,MACHAKOS,FX INCOME,,,,,0%,,NOV
015,MACHAKOS,NEW ACCOUNTS,,,,,0%,,NOV
015,MACHAKOS,NFI,,,,,0%,,NOV
015,MACHAKOS,PBT,,,,,0%,,NOV
016,NAKURU,NEW DEPOSITS,,,,,0%,,NOV
016,NAKURU,CUMULATIVE DEPOSITS,,,,,0%,,NOV
016,NAKURU,GROSS LOAN BOOK,,,,,0%,,NOV
016,NAKURU,DISBURSEMENTS,,,,,0%,,NOV
016,NAKURU,TRADE FINANCE,,,,,0%,,NOV
016,NAKURU,FX INCOME,,,,,0%,,NOV
016,NAKURU,NEW ACCOUNTS,,,,,0%,,NOV
016,NAKURU,NFI,,,,,0%,,NOV
016,NAKURU,PBT,,,,,0%,,NOV
017,KENGELENI,NEW DEPOSITS,,,,,0%,,NOV
017,KENGELENI,CUMULATIVE DEPOSITS,,,,,0%,,NOV
017,KENGELENI,GROSS LOAN BOOK,,,,,0%,,NOV
017,KENGELENI,DISBURSEMENTS,,,,,0%,,NOV
017,KENGELENI,TRADE FINANCE,,,,,0%,,NOV
017,KENGELENI,FX INCOME,,,,,0%,,NOV
017,KENGELENI,NEW ACCOUNTS,,,,,0%,,NOV
017,KENGELENI,NFI,,,,,0%,,NOV
017,KENGELENI,PBT,,,,,0%,,NOV
018,KISUMU,NEW DEPOSITS,,,,,0%,,NOV
018,KISUMU,CUMULATIVE DEPOSITS,,,,,0%,,NOV
018,KISUMU,GROSS LOAN BOOK,,,,,0%,,NOV
018,KISUMU,DISBURSEMENTS,,,,,0%,,NOV
018,KISUMU,TRADE FINANCE,,,,,0%,,NOV
018,KISUMU,FX INCOME,,,,,0%,,NOV
018,KISUMU,NEW ACCOUNTS,,,,,0%,,NOV
018,KISUMU,NFI,,,,,0%,,NOV
018,KISUMU,PBT,,,,,0%,,NOV
019,DIASPORAH,NEW DEPOSITS,,,,,0%,,NOV
019,DIASPORAH,CUMULATIVE DEPOSITS,,,,,0%,,NOV
019,DIASPORAH,GROSS LOAN BOOK,,,,,0%,,NOV
019,DIASPORAH,DISBURSEMENTS,,,,,0%,,NOV
019,DIASPORAH,TRADE FINANCE,,,,,0%,,NOV
019,DIASPORAH,FX INCOME,,,,,0%,,NOV
019,DIASPORAH,NEW ACCOUNTS,,,,,0%,,NOV
019,DIASPORAH,NFI,,,,,0%,,NOV
019,DIASPORAH,PBT,,,,,0%,,NOV
020,MTWAPA,NEW DEPOSITS,,,,,0%,,NOV
020,MTWAPA,CUMULATIVE DEPOSITS,,,,,0%,,NOV
020,MTWAPA,GROSS LOAN BOOK,,,,,0%,,NOV
020,MTWAPA,DISBURSEMENTS,,,,,0%,,NOV
020,MTWAPA,TRADE FINANCE,,,,,0%,,NOV
020,MTWAPA,FX INCOME,,,,,0%,,NOV
020,MTWAPA,NEW ACCOUNTS,,,,,0%,,NOV
020,MTWAPA,NFI,,,,,0%,,NOV
020,MTWAPA,PBT,,,,,0%,,NOV
000,CENTRAL OFFICE,NEW DEPOSITS,,,,,0%,,DEC
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,,,,,0%,,DEC
000,CENTRAL OFFICE,GROSS LOAN BOOK,,,,,0%,,DEC
000,CENTRAL OFFICE,DISBURSEMENTS,,,,,0%,,DEC
000,CENTRAL OFFICE,TRADE FINANCE,,,,,0%,,DEC
000,CENTRAL OFFICE,FX INCOME,,,,,0%,,DEC
000,CENTRAL OFFICE,NEW ACCOUNTS,,,,,0%,,DEC
000,CENTRAL OFFICE,NFI,,,,,0%,,DEC
000,CENTRAL OFFICE,PBT,,,,,0%,,DEC
001,TOM MBOYA,NEW DEPOSITS,,,,,0%,,DEC
001,TOM MBOYA,CUMULATIVE DEPOSITS,,,,,0%,,DEC
001,TOM MBOYA,GROSS LOAN BOOK,,,,,0%,,DEC
001,TOM MBOYA,DISBURSEMENTS,,,,,0%,,DEC
001,TOM MBOYA,TRADE FINANCE,,,,,0%,,DEC
001,TOM MBOYA,FX INCOME,,,,,0%,,DEC
001,TOM MBOYA,NEW ACCOUNTS,,,,,0%,,DEC
001,TOM MBOYA,NFI,,,,,0%,,DEC
001,TOM MBOYA,PBT,,,,,0%,,DEC
002,LIKONI,NEW DEPOSITS,,,,,0%,,DEC
002,LIKONI,CUMULATIVE DEPOSITS,,,,,0%,,DEC
002,LIKONI,GROSS LOAN BOOK,,,,,0%,,DEC
002,LIKONI,DISBURSEMENTS,,,,,0%,,DEC
002,LIKONI,TRADE FINANCE,,,,,0%,,DEC
002,LIKONI,FX INCOME,,,,,0%,,DEC
002,LIKONI,NEW ACCOUNTS,,,,,0%,,DEC
002,LIKONI,NFI,,,,,0%,,DEC
002,LIKONI,PBT,,,,,0%,,DEC
003,WOTE,NEW DEPOSITS,,,,,0%,,DEC
003,WOTE,CUMULATIVE DEPOSITS,,,,,0%,,DEC
003,WOTE,GROSS LOAN BOOK,,,,,0%,,DEC
003,WOTE,DISBURSEMENTS,,,,,0%,,DEC
003,WOTE,TRADE FINANCE,,,,,0%,,DEC
003,WOTE,FX INCOME,,,,,0%,,DEC
003,WOTE,NEW ACCOUNTS,,,,,0%,,DEC
003,WOTE,NFI,,,,,0%,,DEC
003,WOTE,PBT,,,,,0%,,DEC
004,LIMURU,NEW DEPOSITS,,,,,0%,,DEC
004,LIMURU,CUMULATIVE DEPOSITS,,,,,0%,,DEC
004,LIMURU,GROSS LOAN BOOK,,,,,0%,,DEC
004,LIMURU,DISBURSEMENTS,,,,,0%,,DEC
004,LIMURU,TRADE FINANCE,,,,,0%,,DEC
004,LIMURU,FX INCOME,,,,,0%,,DEC
004,LIMURU,NEW ACCOUNTS,,,,,0%,,DEC
004,LIMURU,NFI,,,,,0%,,DEC
004,LIMURU,PBT,,,,,0%,,DEC
005,MOI AVENUE,NEW DEPOSITS,,,,,0%,,DEC
005,MOI AVENUE,CUMULATIVE DEPOSITS,,,,,0%,,DEC
005,MOI AVENUE,GROSS LOAN BOOK,,,,,0%,,DEC
005,MOI AVENUE,DISBURSEMENTS,,,,,0%,,DEC
005,MOI AVENUE,TRADE FINANCE,,,,,0%,,DEC
005,MOI AVENUE,FX INCOME,,,,,0%,,DEC
005,MOI AVENUE,NEW ACCOUNTS,,,,,0%,,DEC
005,MOI AVENUE,NFI,,,,,0%,,DEC
005,MOI AVENUE,PBT,,,,,0%,,DEC
006,THIKA,NEW DEPOSITS,,,,,0%,,DEC
006,THIKA,CUMULATIVE DEPOSITS,,,,,0%,,DEC
006,THIKA,GROSS LOAN BOOK,,,,,0%,,DEC
006,THIKA,DISBURSEMENTS,,,,,0%,,DEC
006,THIKA,TRADE FINANCE,,,,,0%,,DEC
006,THIKA,FX INCOME,,,,,0%,,DEC
006,THIKA,NEW ACCOUNTS,,,,,0%,,DEC
006,THIKA,NFI,,,,,0%,,DEC
006,THIKA,PBT,,,,,0%,,DEC
007,RUIRU,NEW DEPOSITS,,,,,0%,,DEC
007,RUIRU,CUMULATIVE DEPOSITS,,,,,0%,,DEC
007,RUIRU,GROSS LOAN BOOK,,,,,0%,,DEC
007,RUIRU,DISBURSEMENTS,,,,,0%,,DEC
007,RUIRU,TRADE FINANCE,,,,,0%,,DEC
007,RUIRU,FX INCOME,,,,,0%,,DEC
007,RUIRU,NEW ACCOUNTS,,,,,0%,,DEC
007,RUIRU,NFI,,,,,0%,,DEC
007,RUIRU,PBT,,,,,0%,,DEC
008,KITENGELA,NEW DEPOSITS,,,,,0%,,DEC
008,KITENGELA,CUMULATIVE DEPOSITS,,,,,0%,,DEC
008,KITENGELA,GROSS LOAN BOOK,,,,,0%,,DEC
008,KITENGELA,DISBURSEMENTS,,,,,0%,,DEC
008,KITENGELA,TRADE FINANCE,,,,,0%,,DEC
008,KITENGELA,FX INCOME,,,,,0%,,DEC
008,KITENGELA,NEW ACCOUNTS,,,,,0%,,DEC
008,KITENGELA,NFI,,,,,0%,,DEC
008,KITENGELA,PBT,,,,,0%,,DEC
009,KAYOLE,NEW DEPOSITS,,,,,0%,,DEC
009,KAYOLE,CUMULATIVE DEPOSITS,,,,,0%,,DEC
009,KAYOLE,GROSS LOAN BOOK,,,,,0%,,DEC
009,KAYOLE,DISBURSEMENTS,,,,,0%,,DEC
009,KAYOLE,TRADE FINANCE,,,,,0%,,DEC
009,KAYOLE,FX INCOME,,,,,0%,,DEC
009,KAYOLE,NEW ACCOUNTS,,,,,0%,,DEC
009,KAYOLE,NFI,,,,,0%,,DEC
009,KAYOLE,PBT,,,,,0%,,DEC
010,ELDORET,NEW DEPOSITS,,,,,0%,,DEC
010,ELDORET,CUMULATIVE DEPOSITS,,,,,0%,,DEC
010,ELDORET,GROSS LOAN BOOK,,,,,0%,,DEC
010,ELDORET,DISBURSEMENTS,,,,,0%,,DEC
010,ELDORET,TRADE FINANCE,,,,,0%,,DEC
010,ELDORET,FX INCOME,,,,,0%,,DEC
010,ELDORET,NEW ACCOUNTS,,,,,0%,,DEC
010,ELDORET,NFI,,,,,0%,,DEC
010,ELDORET,PBT,,,,,0%,,DEC
011,MBALE,NEW DEPOSITS,,,,,0%,,DEC
